months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit
227,42,171409,10/25/94 6:53,IN,100/300,1014,1037.184597,0
376,55,397156,7/24/14 5:06,IN,100/300,1996,1313.094756,0
228,38,284697,10/30/17 5:09,OH,500/1000,500,979.3335932,0
224,38,278595,2/12/97 6:12,OH,500/1000,499,968.5378,0
190,33,596349,8/13/11 17:28,OH,500/1000,1984,1523.163548,0
208,40,255208,1/23/07 16:45,IL,500/1000,1002,1571.507093,0
218,40,371352,6/20/14 4:05,IL,100/300,994,1214.798025,0
74,25,107004,1/20/18 4:02,IL,500/1000,994,1389.989744,0
143,32,273436,9/21/01 4:48,IN,500/1000,495,717.9046874,5896213
278,43,514609,9/5/05 2:34,OH,100/300,2007,1368.913538,0
136,31,911784,9/10/07 4:02,IL,250/500,502,1029.397224,0
153,38,233103,6/2/11 20:39,IL,100/300,507,1368.844705,0
127,30,248396,8/9/07 15:33,IL,250/500,1975,1170.897274,0
143,31,743214,4/20/99 2:24,IN,250/500,504,1060.938496,5926710
64,28,347915,10/9/20 16:47,IL,500/1000,995,1473.255016,0
42,32,166415,5/13/04 23:50,OH,250/500,502,1293.38169,0
164,31,354320,10/11/07 16:32,IN,500/1000,507,1106.680203,0
256,42,231546,9/8/08 13:08,IN,100/300,1002,1453.273712,0
125,32,140305,10/28/11 9:03,IN,100/300,990,1325.657342,0
114,30,590443,9/5/20 15:46,IL,100/300,987,1572.71911,0
263,42,281325,2/8/99 11:51,IL,500/1000,989,752.9032408,0
10,26,584982,6/25/18 12:15,IN,100/300,1984,765.5538201,0
102,27,664376,2/3/15 9:06,IN,100/300,988,1540.777441,0
311,47,430487,12/28/10 12:26,IN,250/500,1010,1571.989042,0
201,38,207552,4/2/24 14:41,IL,250/500,999,1289.007253,0
283,41,455423,2/23/12 21:29,IL,500/1000,1985,976.27886,0
405,58,441714,7/25/14 11:21,IL,250/500,499,1192.940662,0
145,36,528242,6/8/96 21:00,IN,250/500,1006,1297.39862,0
265,41,425967,10/17/15 7:51,OH,100/300,497,1389.429682,0
78,24,933685,4/30/10 10:33,IN,100/300,507,1178.075778,0
188,33,793522,11/24/07 19:38,IN,100/300,1016,1335.856459,0
140,37,748231,4/26/24 13:37,IN,250/500,499,1352.998196,0
107,31,154871,9/24/96 1:06,IL,500/1000,2020,1399.018195,0
138,30,690701,6/22/12 16:10,OH,500/1000,501,1105.606287,4065870
22,26,416428,2/18/15 12:14,OH,100/300,1018,1269.033988,0
464,58,540903,3/26/94 4:59,IN,100/300,998,1701.007671,0
143,30,554235,3/20/09 10:53,IL,250/500,1019,1828.220698,0
164,37,352953,11/11/16 4:24,IN,250/500,504,1530.35325,0
271,42,283962,1/19/07 21:58,OH,500/1000,1967,1591.90065,0
201,34,915065,9/6/98 9:54,IN,250/500,1002,824.584407,2983260
229,38,284733,5/18/14 9:19,OH,500/1000,505,986.7577027,0
35,29,837910,11/30/93 5:05,IN,500/1000,2004,671.5792536,0
263,45,992185,11/24/12 18:07,OH,250/500,503,984.3560595,0
65,29,131431,6/27/22 1:39,OH,250/500,1985,1421.791702,5055825
150,37,939498,2/22/04 0:56,IN,250/500,500,1382.669311,0
225,38,277272,1/8/04 21:51,OH,500/1000,510,984.2589353,0
109,31,354644,1/30/18 6:07,IN,250/500,505,1224.930145,6993003
27,32,323152,10/15/10 3:06,OH,100/300,504,1003.856823,0
189,33,584807,9/17/04 1:49,OH,500/1000,1996,1547.166631,0
84,29,618171,6/11/98 9:58,OH,250/500,1006,1112.582063,0
137,30,902243,5/2/97 16:34,IL,250/500,506,1031.45265,0
65,23,874623,5/20/02 0:26,OH,250/500,989,1106.842363,0
261,42,281057,6/17/09 23:20,IL,500/1000,1001,756.5955631,0
8,21,356667,2/24/04 13:28,IN,500/1000,500,1031.587377,0
246,39,473296,10/2/94 14:13,OH,250/500,1004,1254.669332,0
125,28,605806,1/7/00 8:27,IN,250/500,503,1501.613532,0
242,41,622275,9/23/02 2:25,IN,100/300,1006,1137.590209,0
396,53,692581,5/19/16 22:17,IL,500/1000,1999,792.8280746,0
108,31,355670,5/15/97 7:10,IN,250/500,496,1225.177327,6952982
148,34,810808,11/13/00 18:37,IL,500/1000,986,1272.207953,0
75,29,155987,4/19/03 3:17,IL,250/500,997,1451.188995,0
462,59,532742,12/11/14 3:56,IN,100/300,996,1669.647029,0
203,41,784624,6/25/20 18:57,IL,500/1000,1015,1237.654053,0
196,34,445729,8/3/15 22:31,IL,250/500,1006,1195.944671,0
262,43,868740,2/28/24 13:40,IL,500/1000,2016,1534.712653,0
105,26,738040,8/2/93 10:24,OH,100/300,491,983.2687028,0
285,42,136181,3/27/21 15:36,IN,500/1000,504,993.9344865,0
108,31,156333,3/7/00 20:55,IL,500/1000,2034,1383.499127,0
109,28,438258,1/15/04 5:09,OH,250/500,988,1601.063728,0
188,40,174465,5/3/98 7:55,IL,100/300,992,1422.749271,0
202,42,480569,7/11/18 21:38,IL,100/300,2009,1373.066724,3981246
22,26,421781,6/3/94 13:16,OH,100/300,997,1265.045249,0
316,46,744049,11/26/05 1:27,IN,250/500,995,1019.701827,0
148,31,411710,6/22/16 23:18,OH,250/500,2004,1092.099431,0
241,37,879715,4/24/00 18:48,IN,100/300,2010,996.262564,0
97,26,225538,6/3/10 11:34,IL,250/500,984,1248.658368,0
120,34,314722,9/15/98 5:43,IN,500/1000,1001,1046.074608,0
227,40,137294,9/28/02 3:27,IN,100/300,500,1450.114353,0
266,44,109469,12/31/21 7:01,IL,100/300,2033,1088.18518,0
258,42,855292,9/3/20 3:15,IL,500/1000,1000,1272.582814,0
192,41,173832,7/2/22 2:42,IL,100/300,997,1395.409661,0
212,40,254929,7/7/10 12:35,IL,500/1000,998,1584.571763,0
290,44,202575,2/5/13 21:11,OH,500/1000,504,1094.067449,0
121,34,565120,12/29/13 10:29,IN,500/1000,490,1292.710695,0
378,49,780521,2/4/12 23:35,OH,500/1000,1992,1357.807272,0
266,42,284197,10/26/19 10:49,IL,500/1000,1018,758.343958,0
145,31,747145,11/6/95 6:35,IN,250/500,502,1037.415167,6005084
102,27,661169,4/14/01 1:48,IN,100/300,976,1554.519169,0
273,45,402546,6/3/96 19:58,IL,250/500,1974,1153.484074,0
66,29,135000,8/1/15 10:00,OH,250/500,2004,1462.016011,4929587
132,29,802838,7/4/07 2:01,IN,250/500,988,971.7470466,0
84,24,267396,5/15/15 5:54,IN,500/1000,1004,1081.089286,0
243,38,865667,1/9/21 17:45,IN,100/300,1982,1002.126213,0
215,38,839861,10/17/14 22:46,IN,250/500,498,1421.764321,0
33,32,262876,8/12/11 11:12,OH,100/300,501,1416.025194,4991714
171,35,635211,9/12/94 10:03,IL,100/300,2023,1284.662596,0
232,43,200882,3/22/18 22:46,IN,100/300,1971,1339.090293,0
343,47,432507,2/22/94 16:29,IN,250/500,499,1477.100489,2981658
127,28,439070,1/2/22 19:32,OH,500/1000,1006,992.5923127,0
208,36,473099,5/30/06 9:39,OH,100/300,2019,1209.209917,4995008
295,48,830340,9/18/93 2:00,IL,250/500,501,1155.082352,5006550
150,33,106249,4/19/09 17:07,IN,250/500,503,942.2701918,0
149,37,656370,6/1/07 7:15,OH,500/1000,1018,1002.111223,0
35,28,824975,10/25/00 20:44,IN,500/1000,2020,653.6168071,0
111,27,285175,11/18/14 11:16,OH,500/1000,1011,1702.916083,0
299,50,600624,7/12/12 20:19,IN,100/300,1000,1518.687434,0
179,33,561178,5/28/05 12:02,IL,100/300,987,1603.894334,0
61,24,259502,6/9/99 12:48,IN,100/300,505,915.7183267,0
177,38,645627,7/6/02 22:18,OH,250/500,1971,1302.557487,0
431,60,597878,4/1/15 2:48,OH,500/1000,493,1064.939311,4894983
115,35,608223,4/3/97 16:35,IN,250/500,500,1733.542563,0
395,59,514924,12/26/22 21:20,OH,100/300,495,999.2183189,0
208,36,467033,3/20/20 16:57,OH,100/300,2005,1198.563527,5015603
229,37,990162,5/24/10 9:29,OH,250/500,501,921.511076,0
149,37,934378,3/28/97 9:17,IN,250/500,499,1374.51015,0
448,61,536849,10/28/19 23:20,IN,250/500,1979,1613.359248,1952461
22,29,354695,6/27/13 2:17,IN,250/500,1994,1237.529709,6016868
73,26,916425,2/28/19 21:27,IL,250/500,2034,1190.887841,4004282
261,41,422364,3/31/19 3:41,OH,100/300,506,1416.917285,0
115,34,609705,1/23/11 23:53,IN,250/500,497,1749.499912,0
218,39,372215,2/10/04 16:36,IL,100/300,1001,1219.710675,0
99,32,172116,8/16/17 19:49,IN,100/300,490,671.6412147,0
224,40,136880,4/16/99 7:37,IN,100/300,498,1461.05041,0
83,29,631205,11/23/01 5:48,OH,250/500,998,1110.931336,0
10,25,582145,9/3/04 4:57,IN,100/300,2013,759.1320021,0
291,46,751475,3/16/18 15:28,IL,100/300,498,1546.684965,0
232,41,338222,11/6/11 4:52,IN,250/500,2002,1201.321156,4971402
250,43,576012,2/28/07 0:02,OH,100/300,1994,1172.74749,0
425,56,725807,10/21/03 11:29,IN,100/300,507,1950.929524,3993236
162,33,526158,8/19/17 8:20,IN,100/300,501,1231.427454,0
38,28,452581,3/15/96 3:20,OH,500/1000,499,1145.807532,3938197
137,30,945154,1/17/18 15:31,IL,250/500,500,1037.935156,0
46,31,921837,8/13/10 2:07,IN,100/300,497,1457.434834,0
30,25,233510,10/6/10 7:17,IL,250/500,1981,1355.993216,0
240,39,908387,12/19/95 3:25,IL,250/500,1995,1038.213039,0
254,41,261947,12/27/10 6:10,OH,100/300,1993,1305.057702,0
120,35,566519,8/21/03 23:00,IN,500/1000,495,1276.556543,0
241,38,876006,6/23/24 13:34,IN,100/300,2022,1015.132969,0
242,40,844852,10/31/94 14:11,IN,100/300,500,1523.644502,8901967
347,49,439816,8/6/97 12:19,IN,250/500,499,1420.990355,3000958
262,47,158604,3/12/09 21:20,IN,100/300,1001,882.2875177,0
395,57,513556,8/18/12 9:51,OH,100/300,498,986.043899,0
126,28,597677,4/11/17 11:35,IN,250/500,499,1492.852647,0
264,46,348235,10/18/06 14:45,IL,500/1000,996,1240.928728,0
228,43,509327,1/15/02 4:42,IN,100/300,1984,1236.040871,0
160,31,384207,12/26/04 22:36,IN,100/300,995,1072.356756,0
323,46,934787,8/4/00 21:50,IL,500/1000,500,1363.126128,0
29,25,235810,5/28/00 19:48,IL,250/500,1998,1357.584174,0
362,51,388565,4/21/10 14:44,IL,100/300,494,1262.880039,0
479,61,233091,1/19/13 5:33,IL,100/300,2000,1339.831033,0
65,23,866430,6/24/95 8:47,OH,250/500,1003,1109.298157,0
9,24,326743,1/26/02 13:03,IL,100/300,2035,1293.818483,0
150,37,644971,4/26/14 22:54,OH,500/1000,997,998.3004668,0
123,28,139114,12/4/17 12:26,IL,100/300,1998,1835.252946,0
278,41,690431,8/7/99 19:01,OH,500/1000,1984,1144.61327,0
66,29,135582,3/23/05 22:32,OH,250/500,1981,1444.560696,4954875
117,32,348363,9/26/17 4:08,IL,500/1000,1000,999.233873,0
147,37,531161,5/5/03 12:40,IN,250/500,985,1285.390644,0
27,27,906210,6/30/05 6:48,IN,100/300,2002,1106.565032,0
201,38,206761,5/7/17 23:02,IL,250/500,1006,1290.329655,0
290,45,584209,1/18/06 0:22,IL,100/300,497,1082.826121,0
113,31,569172,2/12/98 21:33,OH,500/1000,988,1044.698854,0
211,35,984508,5/27/07 6:13,IL,100/300,504,1428.534381,0
175,38,994320,7/1/93 21:54,IL,250/500,500,1381.020509,0
326,46,938535,11/8/17 0:58,IL,500/1000,506,1370.700554,0
211,35,616511,9/6/10 1:03,IN,500/1000,2023,1119.545311,0
338,48,519470,7/28/02 8:43,OH,250/500,497,1716.080733,0
420,56,729602,4/4/07 7:18,IN,100/300,509,1936.094657,4003302
233,43,201400,4/27/11 7:07,IN,100/300,2006,1355.233664,0
76,27,141972,2/6/10 5:24,OH,100/300,1000,1144.106979,0
162,32,531395,5/16/00 5:13,IN,100/300,496,1221.005659,0
39,28,450275,1/4/10 10:39,OH,500/1000,513,1122.473126,3942765
1,33,386291,8/24/23 16:57,OH,250/500,1975,1410.614493,0
192,39,173737,8/6/15 11:03,IL,100/300,992,1397.260547,0
62,24,428490,2/3/10 16:53,OH,250/500,2037,1641.895975,0
430,59,695140,3/2/12 11:02,OH,250/500,2036,1330.590795,7005904
473,61,234138,12/15/19 21:12,IL,100/300,1999,1294.178618,0
329,48,524257,2/14/21 1:01,OH,250/500,1001,1390.670234,0
273,44,772968,10/29/11 15:19,IN,500/1000,508,1372.177218,0
190,33,588474,1/25/15 13:17,OH,500/1000,2022,1556.930575,0
279,42,557070,8/4/07 14:30,OH,100/300,503,1196.287938,0
430,58,702058,8/15/15 6:52,OH,250/500,2034,1317.602576,7076208
132,29,812288,4/24/21 9:19,IN,250/500,1003,971.9086727,0
84,29,621222,9/14/15 13:06,OH,250/500,1005,1120.012305,0
286,46,591113,4/23/23 3:30,IL,100/300,497,1054.21813,0
74,28,145437,9/29/99 17:55,OH,100/300,994,1154.160037,0
432,58,987645,11/20/15 8:52,OH,250/500,2002,1391.980492,4984934
287,46,926298,3/16/16 15:02,OH,250/500,1993,1228.111606,0
64,24,427676,7/18/13 12:42,OH,250/500,1992,1617.136894,0
271,41,282855,9/11/96 10:30,OH,500/1000,1994,1615.042967,0
253,46,228895,5/1/99 10:45,IN,500/1000,2060,1075.765902,0
184,38,715327,5/30/14 23:55,OH,100/300,499,929.1253625,0
141,31,277287,6/8/22 3:45,IN,500/1000,508,711.0888768,6174957
431,58,780023,9/23/95 3:29,IN,100/300,1990,1142.107713,0
252,41,228298,5/2/98 1:39,IN,100/300,1005,1446.845667,0
268,44,109317,9/27/04 3:53,IL,100/300,1988,1067.59241,0
228,41,374328,1/25/99 15:00,OH,250/500,2004,1089.487807,3013204
396,57,519915,5/16/95 6:43,OH,100/300,500,992.2610342,0
144,36,863912,10/6/99 1:13,IN,500/1000,2007,1241.91896,6028216
153,37,646475,3/22/21 14:34,OH,500/1000,987,998.236926,0
27,32,329793,9/9/17 18:45,OH,100/300,505,994.5318664,0
120,34,316704,7/6/12 13:01,IN,500/1000,1006,1058.815535,0
65,28,347076,12/19/06 9:29,IL,500/1000,998,1458.406718,0
203,42,475687,3/3/08 10:09,IL,100/300,1989,1369.252379,4006497
242,41,642207,8/18/09 18:04,IN,100/300,993,1123.762573,0
356,51,551376,1/20/09 4:40,IL,500/1000,988,1530.563653,0
125,32,142243,9/23/18 0:42,IN,100/300,1001,1304.472075,0
116,30,999387,12/15/15 14:04,IN,500/1000,509,945.1243674,0
261,45,347795,5/6/03 18:55,IL,500/1000,988,1223.555375,0
277,41,284264,5/29/17 9:27,OH,500/1000,1987,1617.000429,0
73,26,926807,6/13/98 22:29,IL,250/500,2037,1186.045131,4013730
107,26,730280,5/24/07 17:42,OH,100/300,496,982.4642177,0
254,42,227819,10/13/01 21:29,IN,100/300,993,1445.752663,0
227,41,376147,3/26/23 9:47,OH,250/500,1993,1110.326816,2989919
144,36,763198,8/10/03 14:40,IN,250/500,500,1376.128022,0
288,48,884980,7/13/10 19:53,OH,500/1000,1989,1402.657812,6860348
106,32,155359,2/1/07 12:34,IL,500/1000,2002,1379.585987,0
278,45,759958,12/2/04 23:40,IN,500/1000,495,1412.819443,0
229,43,804248,9/15/02 12:51,IN,250/500,1990,1598.859916,0
268,42,915197,10/28/08 23:31,IN,100/300,493,1086.896119,3974038
130,30,492957,1/28/10 9:35,OH,100/300,1007,1058.942607,0
239,40,735652,11/30/10 18:43,OH,250/500,1007,1322.213609,6966237
421,56,739068,2/27/14 22:57,IN,100/300,504,1912.051756,4071618
193,39,144200,4/9/10 0:08,IN,500/1000,1989,1452.948962,0
104,26,972297,11/9/10 8:18,IL,100/300,501,1345.655352,0
57,42,655079,5/27/99 22:12,IL,250/500,495,1318.977208,0
83,24,266787,1/4/05 18:25,IN,500/1000,1024,1061.006042,0
256,43,786192,11/5/06 6:23,IN,100/300,1003,987.4042423,0
164,38,319058,9/28/95 4:31,IL,250/500,2010,1276.997066,0
223,44,658031,12/3/14 14:23,OH,500/1000,500,1232.549562,0
312,47,433350,5/6/21 23:55,IN,250/500,997,1555.49575,0
82,27,121191,10/22/02 2:23,IL,100/300,1017,1376.97322,0
141,31,270638,1/29/12 16:17,IN,500/1000,495,699.1977184,6009621
144,31,750362,1/5/20 1:22,IN,250/500,498,1044.059018,5980842
196,38,205091,8/21/96 0:05,IL,250/500,1002,1271.633351,0
349,48,537165,12/29/94 20:24,IL,500/1000,1982,1516.734065,4987259
10,19,216394,7/14/93 12:30,IN,250/500,992,1183.249302,0
116,32,339938,5/19/07 16:39,IL,500/1000,1001,1000.464103,0
96,31,171733,3/5/14 0:00,IN,100/300,506,673.1930554,0
46,38,579181,3/21/22 23:39,IN,100/300,1010,1187.485158,0
466,63,583733,1/13/23 12:58,IL,100/300,498,1017.519898,0
176,36,629189,4/25/22 0:40,IL,100/300,1995,1281.942044,0
224,40,371134,7/25/07 12:26,IL,100/300,991,1204.25065,0
284,42,660134,3/7/03 6:27,IL,100/300,498,1550.457879,3043109
390,52,718367,2/14/99 19:09,IL,500/1000,1987,793.8915433,0
253,46,229019,11/17/95 14:55,IN,500/1000,1979,1050.154385,0
304,50,515027,9/26/02 21:11,IL,100/300,2009,834.4600856,5022498
107,31,365900,7/14/21 1:57,IN,250/500,494,1233.011863,7010879
328,47,525093,11/11/03 21:54,OH,250/500,1009,1413.236238,0
126,30,251974,10/18/93 8:14,IL,250/500,1993,1165.935488,0
209,42,501507,7/24/93 14:34,IN,100/300,1006,1129.85629,0
188,38,738943,12/17/10 4:06,OH,100/300,509,922.2151073,0
140,35,156879,2/23/08 14:20,OH,100/300,1007,1514.524289,0
77,27,797470,12/6/05 3:32,IN,500/1000,1992,964.3013884,0
296,46,587130,5/31/09 7:42,IN,100/300,494,1684.038377,0
452,60,525949,5/16/16 3:30,IN,250/500,1958,1620.196525,2002736
140,36,748716,7/6/10 6:19,IN,250/500,494,1363.361842,0
61,26,777293,2/1/18 18:38,OH,100/300,1971,1188.272207,6073258
141,32,110596,11/13/98 11:56,IL,500/1000,997,1466.706498,0
107,31,149059,9/2/98 15:07,IN,250/500,1996,1109.140687,5956701
226,41,379397,10/12/19 13:57,OH,250/500,1979,1107.42675,3037633
437,61,211909,1/23/24 0:08,OH,250/500,500,1034.177609,0
292,46,935211,11/7/05 3:33,OH,250/500,1989,1230.272101,0
274,42,168492,5/13/13 23:12,OH,500/1000,2037,1266.058678,0
127,30,247898,9/12/00 23:54,IL,250/500,2010,1163.392941,0
141,36,760788,11/12/20 17:48,IN,250/500,494,1378.672401,0
123,28,139196,5/18/21 8:15,IL,100/300,2012,1838.83379,0
78,27,797478,5/19/09 23:21,IN,500/1000,1990,967.9112536,0
185,37,651579,4/27/16 5:36,OH,250/500,2012,1288.189803,0
27,32,327339,12/23/96 19:48,OH,100/300,505,1012.136046,0
117,31,575514,10/30/18 20:30,OH,500/1000,1015,1038.165614,0
268,43,928203,9/24/15 15:11,IN,100/300,503,1090.740855,3975495
98,26,956611,1/2/13 20:10,OH,250/500,1004,1270.735038,0
148,37,957327,5/3/18 13:21,OH,500/1000,998,1451.563819,6059040
351,48,537077,8/11/22 11:01,IL,500/1000,1994,1522.851016,5001463
465,62,591724,4/28/02 14:01,IL,100/300,506,1015.374115,0
455,58,535877,9/7/97 0:48,IN,100/300,1013,1661.46763,0
149,36,527256,1/20/24 11:37,IN,250/500,976,1306.172625,0
273,48,886703,5/4/24 3:11,OH,500/1000,1985,1422.977389,7069812
252,43,585504,10/20/96 12:33,OH,100/300,1980,1145.691717,0
146,37,949120,12/25/07 1:52,OH,500/1000,980,1469.527682,5995896
284,48,893909,8/18/03 4:14,OH,500/1000,2009,1426.812971,7033433
176,40,913497,5/6/04 10:16,OH,250/500,506,1389.741418,4048980
230,43,500168,11/6/15 12:01,IN,100/300,2018,1235.392995,0
245,40,118332,5/26/16 5:35,OH,100/300,494,1215.215965,0
417,56,725715,8/11/17 18:47,IN,100/300,501,1894.077918,3938766
191,40,173623,3/28/05 23:34,IL,100/300,983,1402.963643,0
236,41,745467,8/27/93 15:35,OH,250/500,1002,1325.166112,6938215
179,38,1014607,3/18/14 20:51,IL,250/500,494,1368.423031,0
209,37,219395,1/8/98 14:16,IN,500/1000,2023,1048.781713,0
61,23,128207,4/5/03 6:25,IL,250/500,1982,1125.46617,4009840
103,26,986295,3/18/21 19:47,IL,100/300,502,1329.600528,0
317,48,436048,11/23/17 4:05,IN,250/500,995,1550.200973,0
233,37,976785,8/2/96 2:11,OH,250/500,493,919.903802,0
256,41,395603,6/13/99 7:35,OH,100/300,2029,1162.892337,0
262,43,878890,6/13/03 14:43,IL,500/1000,2016,1523.471813,0
175,33,576246,3/19/19 19:20,IL,100/300,1015,1592.576706,0
186,34,615423,6/1/04 21:44,OH,250/500,503,1239.078153,0
124,34,601181,4/21/08 14:17,OH,500/1000,1996,1261.564186,0
453,57,433357,5/20/22 5:52,IL,100/300,1990,1381.975813,0
205,40,798162,9/25/20 19:55,OH,250/500,1967,1339.318074,0
176,33,562849,4/23/12 3:41,IL,100/300,994,1623.156156,0
166,31,352245,3/25/11 12:22,IN,500/1000,500,1115.079976,0
370,50,120547,12/14/97 9:04,OH,100/300,984,1255.431381,0
1,33,389277,4/16/13 5:29,OH,250/500,1999,1373.020434,0
82,27,120918,1/25/20 5:31,IL,100/300,986,1364.220422,0
215,35,627404,10/11/03 9:24,IN,500/1000,2021,1095.060167,0
225,40,135814,2/4/13 14:56,IN,100/300,498,1441.677921,0
92,32,480185,1/20/06 12:53,IL,500/1000,504,1550.001967,0
458,58,425312,10/7/94 15:15,IL,100/300,2009,1378.609592,0
196,39,143098,9/20/13 19:57,IN,500/1000,1999,1478.467342,0
121,28,139663,10/5/93 17:39,IL,100/300,1993,1866.417733,0
175,38,591763,2/18/11 5:05,IL,100/300,2001,1551.939561,0
214,41,795654,12/27/18 20:27,IL,500/1000,502,1406.705388,4014930
66,28,166981,3/9/03 18:58,IN,100/300,1981,1453.643545,0
198,39,206523,6/12/10 7:23,IL,250/500,1007,1282.351116,0
142,35,156367,8/7/11 10:10,OH,100/300,1006,1517.40074,0
265,41,424498,5/4/12 12:02,OH,100/300,492,1411.150771,0
271,46,168198,10/28/14 0:50,OH,500/1000,996,1047.174043,0
121,35,116089,10/23/98 1:31,OH,100/300,999,1417.842892,0
280,45,400795,9/6/13 23:06,IL,250/500,1975,1168.084018,0
267,43,922171,3/8/19 11:00,IN,100/300,506,1105.082707,3984474
450,61,531239,12/2/12 7:41,IN,250/500,2003,1614.412167,1993498
169,39,217051,6/25/13 20:02,IL,500/1000,997,1407.363768,0
63,28,346838,1/23/00 17:50,IL,500/1000,1003,1468.631617,0
107,31,705489,5/31/13 14:50,IL,100/300,2010,994.7926939,5021624
196,39,283324,2/22/21 20:51,OH,250/500,1005,1403.755665,0
328,49,964282,6/4/19 17:11,OH,500/1000,510,1446.041456,0
209,35,130886,12/6/06 18:53,IL,500/1000,990,1348.978097,0
92,32,486447,7/4/09 8:43,IL,500/1000,498,1599.957914,0
437,58,1004011,6/7/12 13:03,OH,250/500,2020,1381.88031,5004187
253,41,232067,11/18/94 5:50,IN,100/300,993,1436.811628,0
220,43,935449,2/23/95 7:50,IN,100/300,995,1112.85079,0
96,32,172439,1/28/21 15:39,IN,100/300,505,672.2637279,0
284,41,683181,12/15/09 6:29,OH,500/1000,1995,1159.606638,0
148,33,106670,11/5/05 21:18,IN,250/500,502,934.897011,0
178,38,646187,8/11/95 6:39,OH,250/500,2010,1297.538888,0
1,33,387949,12/7/02 18:00,OH,250/500,1986,1393.644252,0
84,29,625866,4/1/12 17:16,OH,250/500,1014,1112.145492,0
33,32,262066,4/3/01 23:44,OH,100/300,502,1395.924543,5067470
217,43,730682,11/21/00 8:11,IN,100/300,977,1473.111383,0
121,32,340896,4/14/14 8:19,IL,500/1000,999,998.1437278,0
329,47,955294,5/27/14 5:09,IL,500/1000,496,1365.920329,0
66,23,885300,10/31/05 20:15,OH,250/500,987,1101.108045,0
189,32,594252,2/29/08 21:38,OH,500/1000,2009,1578.713223,0
225,41,330117,8/7/13 16:52,OH,500/1000,1948,1128.387016,0
161,37,910594,4/16/07 21:54,OH,500/1000,501,1399.860049,0
61,23,126352,9/17/06 2:15,IL,250/500,2004,1125.968937,4005073
264,45,336189,8/6/04 11:14,OH,100/300,2012,1584.81636,0
105,32,155125,8/20/03 16:45,IL,500/1000,2006,1363.079139,0
244,41,625782,7/14/16 9:43,IN,100/300,997,1122.17523,0
127,28,445156,7/21/18 23:43,OH,500/1000,982,987.5485736,0
165,38,348903,8/9/99 1:16,IN,250/500,492,1509.249033,0
263,46,156522,4/17/02 5:40,IN,100/300,1010,865.321363,0
337,48,435974,11/9/14 15:26,IN,250/500,497,1448.743501,2995791
62,23,129913,5/9/96 14:46,IL,250/500,1986,1129.88216,3998886
114,34,625921,9/15/00 12:25,IN,250/500,498,1744.639662,0
434,58,788677,1/30/06 14:58,IN,100/300,1998,1183.179151,0
69,27,709617,8/30/08 17:19,IN,250/500,999,994.5746539,4006942
56,42,652475,7/26/23 16:59,IL,250/500,508,1312.67474,0
285,41,449665,3/30/05 5:49,IL,500/1000,1969,956.9609381,0
231,43,513463,12/10/08 20:21,IN,100/300,2016,1228.391682,0
220,43,652817,7/26/04 2:54,OH,500/1000,494,1235.162438,0
187,38,734643,8/8/00 16:37,OH,100/300,507,906.2903657,0
291,45,583673,8/6/02 4:32,IL,100/300,510,1109.124769,0
399,56,981196,4/11/03 13:43,IL,500/1000,2005,994.8512004,0
211,41,806852,7/16/15 0:38,IL,500/1000,507,1409.527274,4051700
260,42,383991,5/8/06 23:14,OH,100/300,1993,1146.118232,0
187,33,773948,6/11/04 23:48,IN,100/300,1019,1344.240437,0
120,35,116288,3/1/09 12:59,OH,100/300,1021,1447.589922,0
188,33,783911,2/2/94 12:20,IN,100/300,997,1373.502118,0
286,48,820677,1/26/04 13:29,IL,250/500,497,1156.849475,4973011
268,46,362076,8/28/08 4:48,OH,250/500,1993,1115.331321,0
148,37,526409,11/21/99 16:50,IN,250/500,990,1303.368903,0
150,34,801274,2/16/18 21:45,IL,500/1000,998,1308.635744,0
145,31,407170,7/28/09 7:39,OH,250/500,2017,1062.167504,0
27,32,329949,7/11/93 23:59,OH,100/300,505,1011.359418,0
287,42,693221,4/23/20 17:58,OH,500/1000,2004,1153.166456,0
288,42,663140,12/26/16 13:45,IL,100/300,503,1549.996999,3043247
149,37,940799,7/1/14 12:25,IN,250/500,499,1369.461164,0
128,31,499068,9/20/99 22:06,OH,100/300,995,1079.390139,0
205,42,477567,1/28/15 1:49,IL,100/300,2022,1392.795342,3968001
64,22,884551,3/10/16 7:44,OH,250/500,987,1090.2405,0
459,59,539093,8/2/04 16:27,IN,100/300,989,1682.900228,0
136,34,831182,5/17/16 9:46,IL,250/500,2028,1673.731885,0
263,41,426495,1/30/95 8:54,OH,100/300,495,1413.701058,0
165,31,358336,2/18/18 4:01,IN,500/1000,504,1112.351212,0
368,54,400024,6/18/21 20:45,IN,100/300,1996,1356.074324,0
437,60,598446,11/21/04 15:19,OH,500/1000,506,1082.953791,4993148
119,31,441760,11/1/20 9:28,IN,100/300,988,1162.756936,0
150,37,644632,8/9/93 23:57,OH,500/1000,995,1016.205761,0
269,45,167141,9/22/21 16:30,OH,500/1000,1009,1031.61734,0
114,30,587742,12/20/99 16:49,IL,100/300,1000,1558.543498,0
408,55,191196,11/18/02 20:06,OH,100/300,1004,1247.195703,4936711
307,50,523244,11/1/95 5:32,IL,100/300,2011,833.4599731,4962717
326,46,947419,7/1/07 13:29,IL,500/1000,502,1325.180111,0
